gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,excluido_por
rubocop-rails,lib/rubocop/cop/rails/root_public_path.rb,2ccba590ec47,code formatting,9,15,0,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/strip_heredoc.rb,2ccba590ec47,code formatting,8,9,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/three_state_boolean_column.rb,2ccba590ec47,code formatting,12,13,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/to_s_with_argument.rb,2ccba590ec47,code formatting,5,7,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/top_level_hash_with_indifferent_access.rb,2ccba590ec47,code formatting,5.5,8,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/uniq_before_pluck.rb,2ccba590ec47,code formatting,9,9,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/where_not_with_multiple_conditions.rb,2ccba590ec47,code formatting,8,10,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/base.rb,2488441eb70a,code formatting,3.5,4,50,50,0.25,1,50.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/context_method.rb,2488441eb70a,code formatting,5,7,0,100,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/describe_method.rb,2488441eb70a,code formatting,4,5,0,50,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_line_after_hook.rb,2488441eb70a,code formatting,7,9,0,100,0.75,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_metadata.rb,2488441eb70a,code formatting,9.5,11,0,100,0.75,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/eq.rb,2488441eb70a,code formatting,7,8,0,100,0.5,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/example_length.rb,2488441eb70a,code formatting,4,5,0,0,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/expect_in_hook.rb,2488441eb70a,code formatting,6,9,0,100,0.0,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/expect_in_let.rb,2488441eb70a,code formatting,5.5,8,0,100,0.0,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/expect_output.rb,2488441eb70a,code formatting,7.5,8,0,100,0.0,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/instance_spy.rb,2488441eb70a,code formatting,11.5,13,0,100,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/it_behaves_like.rb,2488441eb70a,code formatting,5,7,0,50,0.5,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/match_array.rb,2488441eb70a,code formatting,8.5,11,0,100,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/message_expectation.rb,2488441eb70a,code formatting,6.5,10,0,100,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/mixin/location_help.rb,2488441eb70a,code formatting,6.5,8,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/mixin/repeated_items.rb,2488441eb70a,code formatting,5,6,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/not_to_not.rb,2488441eb70a,code formatting,5,7,0,50,0.5,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/output.rb,2488441eb70a,code formatting,6,9,0,50,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/scattered_let.rb,2488441eb70a,code formatting,12.5,20,0,100,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/spec_file_path_suffix.rb,2488441eb70a,code formatting,4,5,0,50,0.5,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/undescriptive_literals_description.rb,2488441eb70a,code formatting,4,5,0,50,0.0,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/variable_name.rb,2488441eb70a,code formatting,6.5,10,0,50,1.0,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/verified_double_reference.rb,2488441eb70a,code formatting,5,7,0,50,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
savon,lib/savon/message.rb,69ab4149642b,http clients and tools,13.5,16,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/network/credentials.rb,9175ed94d83e,testing,6.5,9,0,0,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/network/intercepted_item.rb,9175ed94d83e,testing,3.5,4,0,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/protocol/log.rb,9175ed94d83e,testing,1,1,100,0,0.0,1,0.0,2,6,1,0.5,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/protocol/permissions.rb,9175ed94d83e,testing,9,17,0,0,0.0,1,0.0,2,5,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/struct.rb,9175ed94d83e,testing,6,9,100,100,0.0,1,100.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/chrome.rb,9175ed94d83e,testing,3.5,4,100,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/chrome/features.rb,9175ed94d83e,testing,3,3,0,50,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/chrome/options.rb,9175ed94d83e,testing,3,3,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/chrome/service.rb,9175ed94d83e,testing,9,12,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/chromium/driver.rb,9175ed94d83e,testing,4.5,6,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/full_page_screenshot.rb,9175ed94d83e,testing,3,3,0,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_addons.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_apple_permissions.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_context.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_permissions.rb,9175ed94d83e,testing,4,5,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/prints_page.rb,9175ed94d83e,testing,6,6,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/interactions/interaction.rb,9175ed94d83e,testing,3,3,0,0,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/interactions/pointer_event_properties.rb,9175ed94d83e,testing,11.5,12,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/interactions/wheel_input.rb,9175ed94d83e,testing,4,4,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/port_prober.rb,9175ed94d83e,testing,8,12,100,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/takes_screenshot.rb,9175ed94d83e,testing,12,14,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/virtual_authenticator/virtual_authenticator_options.rb,9175ed94d83e,testing,9,10,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/edge.rb,9175ed94d83e,testing,3.5,4,100,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/edge/features.rb,9175ed94d83e,testing,3,3,0,50,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/edge/service.rb,9175ed94d83e,testing,9,12,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/firefox.rb,9175ed94d83e,testing,3.5,4,100,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/firefox/driver.rb,9175ed94d83e,testing,4,5,0,0,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/firefox/util.rb,9175ed94d83e,testing,7.5,12,0,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/ie/driver.rb,9175ed94d83e,testing,4,5,0,0,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/ie/features.rb,9175ed94d83e,testing,3,3,0,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/remote/bridge/locator_converter.rb,9175ed94d83e,testing,15,24,0,100,0.0,0,0.0,2,5,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/safari/driver.rb,9175ed94d83e,testing,4,5,0,0,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/safari/service.rb,9175ed94d83e,testing,4,5,0,0,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/support/guards/guard_condition.rb,9175ed94d83e,testing,6.5,8,0,100,0.0,0,0.0,2,5,2,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/support/relative_locator.rb,9175ed94d83e,testing,8,13,0,100,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-opentelemetry/lib/sentry/opentelemetry/otlp_propagator.rb,a940dfdb5a64,error handling,10,16,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/generators/sentry_generator.rb,a940dfdb5a64,error handling,10,13,0,100,0.0,1,0.0,2,1,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/controller_transaction.rb,a940dfdb5a64,error handling,15,27,50,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/error_reporter_context.rb,a940dfdb5a64,error handling,5.5,8,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/log_subscribers/action_mailer_subscriber.rb,a940dfdb5a64,error handling,28.5,29,0,100,0.25,2,0.0,2,4,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/structured_logging.rb,a940dfdb5a64,error handling,7.5,8,100,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/tracing/active_support_subscriber.rb,a940dfdb5a64,error handling,14,14,100,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/benchmarks/exception_locals_capturing.rb,a940dfdb5a64,error handling,10.5,15,0,100,0.0,0,100.0,2,0,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/check_in_event.rb,a940dfdb5a64,error handling,12.5,16,0,50,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/transport/configuration.rb,a940dfdb5a64,error handling,6.5,7,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
sentry-ruby,sentry-yabeda/lib/sentry/yabeda/collector.rb,a940dfdb5a64,error handling,4.5,5,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
shoulda-matchers,doc_config/yard/setup.rb,cf3b3685f2c0,testing,3.5,4,0,50,0.0,0,50.0,2,4,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/active_model/allow_value_matcher/attribute_changed_value_error.rb,cf3b3685f2c0,testing,15,27,0,50,0.0,2,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/active_model/allow_value_matcher/attribute_does_not_exist_error.rb,cf3b3685f2c0,testing,4.5,6,0,50,0.0,2,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/active_model/qualifiers/ignoring_interference_by_writer.rb,cf3b3685f2c0,testing,3.5,4,0,50,0.0,0,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/libraries/active_model.rb,cf3b3685f2c0,testing,3.5,4,0,50,0.4,0,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/libraries/active_record.rb,cf3b3685f2c0,testing,3.5,4,0,50,0.4,0,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/libraries/missing_library.rb,cf3b3685f2c0,testing,2.5,3,0,0,0.0,0,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/libraries/routing.rb,cf3b3685f2c0,testing,6,9,0,50,0.4,0,0.0,2,5,2,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/warn.rb,cf3b3685f2c0,testing,9,12,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/cli/run.rb,76a8e4e0f661,code analysis and metrics,9,12,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/exit_codes/exit_code_handling.rb,76a8e4e0f661,code analysis and metrics,11,11,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/formatter.rb,76a8e4e0f661,code analysis and metrics,3,3,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/formatter/multi_formatter.rb,76a8e4e0f661,code analysis and metrics,10.5,13,50,50,0.25,0,50.0,2,4,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/formatter/simple_formatter.rb,76a8e4e0f661,code analysis and metrics,6.5,9,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/group_names.rb,76a8e4e0f661,code analysis and metrics,7.5,9,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/process.rb,76a8e4e0f661,code analysis and metrics,13,22,50,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/report_stamp.rb,76a8e4e0f661,code analysis and metrics,5,7,100,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/source_file/builder_context.rb,76a8e4e0f661,code analysis and metrics,4,5,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/static_coverage_extractor/prism_compat.rb,76a8e4e0f661,code analysis and metrics,3,3,0,100,0.0,0,100.0,2,3,2,1.0,menos de 3 formas distintas
simplecov,test_projects/faked_project/lib/faked_project/untested_class.rb,76a8e4e0f661,code analysis and metrics,4,5,0,50,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
simplecov,test_projects/monorepo/base/lib/monorepo/base.rb,76a8e4e0f661,code analysis and metrics,3,3,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,test_projects/monorepo/extra/lib/monorepo/extra.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
simplecov,test_projects/parallel_tests/lib/a.rb,76a8e4e0f661,code analysis and metrics,5,7,0,0,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
simplecov,test_projects/parallel_tests/lib/b.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,2,1,1,0.5,menos de 3 formas distintas
simplecov,test_projects/screenshot/support/source_generator.rb,76a8e4e0f661,code analysis and metrics,7.5,12,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
slack-notifier,lib/slack-notifier/payload_middleware.rb,29e51132ce0e,third-party apis,3,3,100,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
slack-notifier,lib/slack-notifier/payload_middleware/format_attachments.rb,29e51132ce0e,third-party apis,13.5,18,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
spring,lib/spring/client.rb,b7f3fd04b2ed,testing,5.5,8,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
spring,lib/spring/client/command.rb,b7f3fd04b2ed,testing,3.5,4,50,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
spring,lib/spring/client/rails.rb,b7f3fd04b2ed,testing,8.5,14,50,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
spring,lib/spring/client/stop.rb,b7f3fd04b2ed,testing,6.5,10,50,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/bower.rb,73c5a5316bd1,assets,18,24,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/coffee_script_processor.rb,73c5a5316bd1,assets,10.5,18,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/eco_processor.rb,73c5a5316bd1,assets,4.5,6,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/ejs_processor.rb,73c5a5316bd1,assets,4.5,6,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/exporters/file_exporter.rb,73c5a5316bd1,assets,7,9,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/manifest_utils.rb,73c5a5316bd1,assets,6.5,10,0,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/npm.rb,73c5a5316bd1,assets,16,20,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/preprocessors/default_source_map.rb,73c5a5316bd1,assets,16.5,24,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/source_map_processor.rb,73c5a5316bd1,assets,19,27,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
state_machines,lib/state_machines/helper_module.rb,219b43ea588f,state machines,4.5,5,0,50,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
state_machines,lib/state_machines/machine/rendering.rb,219b43ea588f,state machines,3,3,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
state_machines,lib/state_machines/matcher_helpers.rb,219b43ea588f,state machines,3,3,0,0,0.0,0,0.0,2,2,1,0.5,menos de 3 formas distintas
thin,lib/thin/rackup/handler.rb,84a5188612d8,web servers,11,13,100,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
thin,lib/thin/version.rb,84a5188612d8,web servers,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
tilt,lib/tilt/pipeline.rb,f0d75c60e3a6,template engine,7,11,0,100,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby.rb,c58e213a6f04,third-party apis,3,3,100,0,1.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/credential/client_credential_provider.rb,c58e213a6f04,third-party apis,7.5,10,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/credential/orgs_credential_provider.rb,c58e213a6f04,third-party apis,7.5,10,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/request.rb,c58e213a6f04,third-party apis,19.5,28,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/response.rb,c58e213a6f04,third-party apis,4.5,6,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/rest/api_v1_version.rb,c58e213a6f04,third-party apis,4,5,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/http/client_token_manager.rb,c58e213a6f04,third-party apis,11,13,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/http/org_token_manager.rb,c58e213a6f04,third-party apis,11,13,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/bulkexports.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/iam_base.rb,c58e213a6f04,third-party apis,4.5,6,0,0,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/ip_messaging.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/monitor.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/notify.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/studio.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/util.rb,c58e213a6f04,third-party apis,6,8,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/hydra.rb,d7aba1bbfa8d,http clients and tools,4,5,50,50,4.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/request/block_connection.rb,d7aba1bbfa8d,http clients and tools,7,7,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/request/marshal.rb,d7aba1bbfa8d,http clients and tools,4.5,6,0,100,0.0,0,100.0,2,3,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/request/memoizable.rb,d7aba1bbfa8d,http clients and tools,4,4,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/request/operations.rb,d7aba1bbfa8d,http clients and tools,7.5,10,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/request/responseable.rb,d7aba1bbfa8d,http clients and tools,3,3,0,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
typhoeus,lib/typhoeus/request/streamable.rb,d7aba1bbfa8d,http clients and tools,4,5,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
tzinfo,lib/tzinfo/data_sources/country_info.rb,d5893c99bbcd,date and time processing,5.5,8,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
tzinfo,lib/tzinfo/data_sources/linked_timezone_info.rb,d5893c99bbcd,date and time processing,4,5,0,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
tzinfo,lib/tzinfo/format1/timezone_definer.rb,d5893c99bbcd,date and time processing,3.5,4,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
tzinfo,lib/tzinfo/format1/timezone_definition.rb,d5893c99bbcd,date and time processing,4,5,50,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
tzinfo,lib/tzinfo/format2/country_definer.rb,d5893c99bbcd,date and time processing,13,20,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
